timestamp,ip_src,ip_dst,ip_proto,sport,dport,tcp_flags,anomaly_flag,label
11:15.0,192.168.173.24,224.0.0.251,17,5353,5353,0,0,normal
11:17.0,192.168.173.51,192.168.173.24,17,59857,53,0,0,normal
11:17.1,192.168.173.24,192.168.173.51,17,53,59857,0,0,normal
11:17.1,192.168.173.51,192.168.173.24,6,58337,53,S,0,normal
11:17.1,192.168.173.24,192.168.173.51,6,53,58337,SA,0,normal
11:17.1,192.168.173.51,192.168.173.24,6,58337,53,A,0,normal
11:17.1,192.168.173.51,192.168.173.24,6,58337,53,PA,0,normal
11:17.1,192.168.173.24,192.168.173.51,6,53,58337,A,0,normal
11:17.2,192.168.173.24,192.168.173.51,6,53,58337,PA,0,normal
11:17.3,192.168.173.51,192.168.173.24,6,58337,53,A,0,normal
11:17.3,192.168.173.24,192.168.173.51,6,53,58337,PA,0,normal
11:17.3,192.168.173.51,192.168.173.24,6,58337,53,FA,0,normal
11:17.3,192.168.173.24,192.168.173.51,6,53,58337,FA,0,normal
11:17.4,192.168.173.51,192.168.173.24,6,58337,53,A,0,normal
11:17.4,192.168.173.51,20.50.88.238,6,58338,443,S,0,normal
11:17.4,192.168.173.51,20.192.44.78,6,50801,443,PA,0,normal
11:17.5,20.50.88.238,192.168.173.51,6,443,58338,SA,0,normal
11:17.5,192.168.173.51,20.50.88.238,6,58338,443,A,0,normal
11:17.5,192.168.173.51,20.50.88.238,6,58338,443,PA,0,normal
11:17.8,192.168.173.51,20.192.44.78,6,50801,443,PA,0,normal
11:17.8,20.50.88.238,192.168.173.51,6,443,58338,PA,0,normal
11:17.8,20.192.44.78,192.168.173.51,6,443,50801,A,0,normal
11:17.8,192.168.173.51,20.50.88.238,6,58338,443,PA,0,normal
11:17.9,192.168.173.51,20.50.88.241,6,63806,443,FA,0,normal
11:18.0,20.192.44.78,192.168.173.51,6,443,50801,A,0,normal
11:18.1,20.50.88.238,192.168.173.51,6,443,58338,A,0,normal
11:18.1,20.50.88.238,192.168.173.51,6,443,58338,A,0,normal
11:18.1,192.168.173.51,20.50.88.238,6,58338,443,A,0,normal
11:18.1,20.50.88.238,192.168.173.51,6,443,58338,A,0,normal
11:18.1,20.50.88.238,192.168.173.51,6,443,58338,PA,0,normal
11:18.1,192.168.173.51,20.50.88.238,6,58338,443,A,0,normal
11:18.1,192.168.173.51,20.50.88.238,6,58338,443,PA,0,normal
11:18.1,192.168.173.51,20.50.88.238,6,58338,443,PA,0,normal
11:18.2,20.50.88.241,192.168.173.51,6,443,63806,FA,0,normal
11:18.7,192.168.173.51,20.50.88.241,6,63806,443,A,0,normal
11:18.7,192.168.173.51,20.50.88.238,6,58338,443,PA,0,normal
11:19.2,20.50.88.238,192.168.173.51,6,443,58338,PA,0,normal
11:19.2,20.50.88.238,192.168.173.51,6,443,58338,A,0,normal
11:19.2,20.50.88.238,192.168.173.51,6,443,58338,PA,0,normal
11:19.2,20.50.88.238,192.168.173.51,6,443,58338,PA,0,normal
11:19.2,20.50.88.238,192.168.173.51,6,443,58338,PA,0,normal
11:19.2,192.168.173.51,20.50.88.238,6,58338,443,A,0,normal
11:19.2,192.168.173.51,20.50.88.238,6,58338,443,A,0,normal
11:19.3,192.168.173.51,20.50.88.238,6,58338,443,A,0,normal
11:19.3,13.107.5.93,192.168.173.51,6,443,50820,RA,0,normal
11:19.3,20.50.88.238,192.168.173.51,6,443,58338,A,0,normal
11:19.5,192.168.173.51,239.255.255.250,17,53566,1900,0,0,normal
11:19.6,192.168.173.51,192.168.90.142,6,58339,7680,S,0,normal
11:19.6,192.168.173.51,192.168.200.56,6,58341,7680,S,0,normal
11:20.5,192.168.173.51,192.168.173.24,17,59857,53,0,0,normal
11:20.6,192.168.173.24,192.168.173.51,17,53,59857,0,0,normal
11:20.6,192.168.173.51,20.42.73.26,6,58343,443,S,0,normal
11:20.6,192.168.173.51,192.168.90.142,6,58339,7680,S,0,normal
11:20.7,192.168.173.51,192.168.200.56,6,58341,7680,S,0,normal
11:20.7,192.168.173.51,142.250.110.188,6,62034,5228,PA,0,normal
11:20.9,20.42.73.26,192.168.173.51,6,443,58343,SA,0,normal
11:20.9,192.168.173.51,20.42.73.26,6,58343,443,A,0,normal
11:20.9,192.168.173.51,20.42.73.26,6,58343,443,PA,0,normal
11:20.9,142.250.110.188,192.168.173.51,6,5228,62034,A,0,normal
11:21.0,142.250.110.188,192.168.173.51,6,5228,62034,PA,0,normal
11:21.0,192.168.173.51,142.250.110.188,6,62034,5228,A,0,normal
11:21.2,20.42.73.26,192.168.173.51,6,443,58343,PA,0,normal
11:21.2,192.168.173.51,20.42.73.26,6,58343,443,A,0,normal
11:21.2,192.168.173.51,20.42.73.26,6,58343,443,PA,0,normal
11:21.5,20.42.73.26,192.168.173.51,6,443,58343,A,0,normal
11:21.5,20.42.73.26,192.168.173.51,6,443,58343,A,0,normal
11:21.5,192.168.173.51,20.42.73.26,6,58343,443,A,0,normal
11:21.5,20.42.73.26,192.168.173.51,6,443,58343,A,0,normal
11:21.5,20.42.73.26,192.168.173.51,6,443,58343,A,0,normal
11:21.5,192.168.173.51,20.42.73.26,6,58343,443,A,0,normal
11:21.5,192.168.173.51,20.42.73.26,6,58343,443,A,0,normal
11:21.5,20.42.73.26,192.168.173.51,6,443,58343,PA,0,normal
11:21.5,20.42.73.26,192.168.173.51,6,443,58343,A,0,normal
11:21.6,192.168.173.51,20.42.73.26,6,58343,443,A,0,normal
11:21.6,192.168.173.51,20.42.73.26,6,58343,443,A,0,normal
11:21.6,192.168.173.51,20.42.73.26,6,58343,443,PA,0,normal
11:21.8,192.168.173.51,20.42.73.26,6,58343,443,PA,0,normal
11:21.8,20.192.44.78,192.168.173.51,6,443,50801,PA,0,normal
11:21.9,20.42.73.26,192.168.173.51,6,443,58343,PA,0,normal
11:21.9,192.168.173.51,20.42.73.26,6,58343,443,A,0,normal
11:21.9,20.42.73.26,192.168.173.51,6,443,58343,A,0,normal
11:21.9,20.42.73.26,192.168.173.51,6,443,58343,PA,0,normal
11:21.9,192.168.173.51,20.42.73.26,6,58343,443,A,0,normal
11:21.9,192.168.173.51,20.192.44.78,6,50801,443,A,0,normal
11:22.5,192.168.173.51,239.255.255.250,17,53566,1900,0,0,normal
11:22.6,192.168.173.51,192.168.90.142,6,58339,7680,S,0,normal
11:23.7,192.168.173.51,192.168.200.56,6,58341,7680,S,0,normal
11:23.7,192.168.173.51,192.168.173.24,17,59857,53,0,0,normal
11:23.8,192.168.173.24,192.168.173.51,17,53,59857,0,0,normal
11:23.8,192.168.173.51,68.219.88.225,6,58345,443,S,0,normal
11:24.8,68.219.88.225,192.168.173.51,6,443,58345,SA,0,normal
11:24.8,192.168.173.51,68.219.88.225,6,58345,443,A,0,normal
11:24.8,192.168.173.51,68.219.88.225,6,58345,443,PA,0,normal
11:25.0,68.219.88.225,192.168.173.51,6,443,58345,A,0,normal
11:25.0,68.219.88.225,192.168.173.51,6,443,58345,A,0,normal
11:25.0,68.219.88.225,192.168.173.51,6,443,58345,A,0,normal
11:25.0,68.219.88.225,192.168.173.51,6,443,58345,A,0,normal
11:25.0,192.168.173.51,68.219.88.225,6,58345,443,A,0,normal
11:25.1,68.219.88.225,192.168.173.51,6,443,58345,A,0,normal
11:25.5,68.219.88.225,192.168.173.51,6,443,58345,PA,0,normal
11:25.5,192.168.173.51,68.219.88.225,6,58345,443,A,0,normal
11:25.5,192.168.173.51,68.219.88.225,6,58345,443,PA,0,normal
11:25.5,192.168.173.51,239.255.255.250,17,53566,1900,0,0,normal
11:26.0,68.219.88.225,192.168.173.51,6,443,58345,PA,0,normal
11:26.0,68.219.88.225,192.168.173.51,6,443,58345,PA,0,normal
11:26.0,192.168.173.51,68.219.88.225,6,58345,443,A,0,normal
11:26.0,192.168.173.51,68.219.88.225,6,58345,443,PA,0,normal
11:26.3,192.168.173.51,68.219.88.225,6,58345,443,PA,0,normal
11:26.3,192.168.173.51,68.219.88.225,6,58345,443,PA,0,normal
11:26.3,68.219.88.225,192.168.173.51,6,443,58345,A,0,normal
11:26.3,68.219.88.225,192.168.173.51,6,443,58345,PA,0,normal
11:26.3,68.219.88.225,192.168.173.51,6,443,58345,PA,0,normal
11:26.3,192.168.173.51,68.219.88.225,6,58345,443,A,0,normal
11:26.3,192.168.173.51,192.168.173.24,17,59857,53,0,0,normal
11:26.3,192.168.173.24,192.168.173.51,17,53,59857,0,0,normal
11:26.6,192.168.173.51,2.22.193.98,6,58346,443,S,0,normal
11:26.6,192.168.173.51,192.168.90.142,6,58339,7680,S,0,normal
11:27.3,192.168.173.51,192.168.200.56,6,58341,7680,S,0,normal
11:27.3,2.22.193.98,192.168.173.51,6,443,58346,SA,0,normal
11:27.6,192.168.173.51,2.22.193.98,6,58346,443,A,0,normal
11:27.6,192.168.173.51,2.22.193.98,6,58346,443,PA,0,normal
11:27.6,2.22.193.98,192.168.173.51,6,443,58346,SA,0,normal
11:27.7,192.168.173.51,2.22.193.98,6,58346,443,A,0,normal
11:27.7,2.22.193.98,192.168.173.51,6,443,58346,A,0,normal
11:27.7,2.22.193.98,192.168.173.51,6,443,58346,A,0,normal
11:27.7,2.22.193.98,192.168.173.51,6,443,58346,PA,0,normal
11:27.7,2.22.193.98,192.168.173.51,6,443,58346,PA,0,normal
11:27.7,192.168.173.51,2.22.193.98,6,58346,443,A,0,normal
11:27.7,2.22.193.98,192.168.173.51,6,443,58346,A,0,normal
11:28.6,192.168.173.51,2.22.193.98,6,58346,443,A,0,normal
11:28.6,2.22.193.98,192.168.173.51,6,443,58346,A,0,normal
11:28.6,2.22.193.98,192.168.173.51,6,443,58346,PA,0,normal
11:28.6,192.168.173.51,2.22.193.98,6,58346,443,A,0,normal
11:28.6,2.22.193.98,192.168.173.51,6,443,58346,PA,0,normal
11:28.6,2.22.193.98,192.168.173.51,6,443,58346,PA,0,normal
11:28.6,13.107.42.18,192.168.173.51,6,443,50823,RA,0,normal
11:28.6,192.168.173.51,2.22.193.98,6,58346,443,A,0,normal
11:28.6,192.168.173.51,2.22.193.98,6,58346,443,PA,1,anomaly
11:28.8,2.22.193.98,192.168.173.51,6,443,58346,PA,0,normal
11:28.8,192.168.173.51,2.22.193.98,6,58346,443,PA,1,anomaly
11:29.1,2.22.193.98,192.168.173.51,6,443,58346,PA,0,normal
11:29.1,192.168.173.51,68.219.88.225,6,58345,443,PA,1,anomaly
11:29.1,192.168.173.51,2.22.193.98,6,58346,443,A,1,anomaly
11:29.9,2.22.193.98,192.168.173.51,6,443,58346,PA,0,normal
11:30.4,192.168.173.51,2.22.193.98,6,58346,443,A,1,anomaly
11:30.4,192.168.173.51,68.219.88.225,6,58345,443,PA,1,anomaly
11:31.1,68.219.88.225,192.168.173.51,6,443,58345,PA,0,normal
11:31.1,192.168.173.51,2.22.193.98,6,58346,443,PA,1,anomaly
11:31.2,192.168.173.51,68.219.88.225,6,58345,443,A,1,anomaly
11:31.3,68.219.88.225,192.168.173.51,6,443,58345,A,0,normal
11:31.4,2.22.193.98,192.168.173.51,6,443,58346,A,0,normal
11:31.4,2.22.193.98,192.168.173.51,6,443,58346,PA,0,normal
11:31.4,192.168.173.51,2.22.193.98,6,58346,443,A,1,anomaly
11:31.4,2.22.193.98,192.168.173.51,6,443,58346,A,0,normal
11:31.4,2.22.193.98,192.168.173.51,6,443,58346,PA,0,normal
11:31.4,2.22.193.98,192.168.173.51,6,443,58346,A,0,normal
11:31.4,2.22.193.98,192.168.173.51,6,443,58346,PA,0,normal
11:31.4,192.168.173.51,2.22.193.98,6,58346,443,A,1,anomaly
11:31.4,2.22.193.98,192.168.173.51,6,443,58346,A,0,normal
11:31.4,2.22.193.98,192.168.173.51,6,443,58346,PA,0,normal
11:31.4,192.168.173.51,2.22.193.98,6,58346,443,A,1,anomaly
11:31.4,2.22.193.98,192.168.173.51,6,443,58346,A,0,normal
11:31.4,2.22.193.98,192.168.173.51,6,443,58346,PA,0,normal
11:31.4,192.168.173.51,2.22.193.98,6,58346,443,A,1,anomaly
11:31.4,2.22.193.98,192.168.173.51,6,443,58346,A,0,normal
11:31.4,2.22.193.98,192.168.173.51,6,443,58346,PA,0,normal
11:31.4,192.168.173.51,2.22.193.98,6,58346,443,A,1,anomaly
11:31.4,2.22.193.98,192.168.173.51,6,443,58346,A,0,normal
11:31.5,2.22.193.98,192.168.173.51,6,443,58346,PA,0,normal
11:31.5,192.168.173.51,2.22.193.98,6,58346,443,A,1,anomaly
11:31.5,2.22.193.98,192.168.173.51,6,443,58346,A,0,normal
11:31.5,2.22.193.98,192.168.173.51,6,443,58346,PA,0,normal
11:31.5,192.168.173.51,2.22.193.98,6,58346,443,A,1,anomaly
11:31.5,2.22.193.98,192.168.173.51,6,443,58346,A,0,normal
11:31.5,2.22.193.98,192.168.173.51,6,443,58346,PA,0,normal
11:31.6,192.168.173.51,2.22.193.98,6,58346,443,A,1,anomaly
11:31.6,2.22.193.98,192.168.173.51,6,443,58346,A,0,normal
11:31.6,2.22.193.98,192.168.173.51,6,443,58346,PA,0,normal
11:31.6,192.168.173.51,2.22.193.98,6,58346,443,A,1,anomaly
11:31.7,2.22.193.98,192.168.173.51,6,443,58346,A,0,normal
11:31.7,2.22.193.98,192.168.173.51,6,443,58346,PA,0,normal
11:31.7,192.168.173.51,2.22.193.98,6,58346,443,A,1,anomaly
11:31.7,2.22.193.98,192.168.173.51,6,443,58346,A,0,normal
11:31.7,2.22.193.98,192.168.173.51,6,443,58346,PA,0,normal
11:31.7,192.168.173.51,2.22.193.98,6,58346,443,A,1,anomaly
11:31.7,2.22.193.98,192.168.173.51,6,443,58346,A,0,normal
11:31.7,192.168.173.51,2.22.193.98,6,58346,443,A,1,anomaly
11:32.3,2.22.193.98,192.168.173.51,6,443,58346,PA,0,normal
11:32.4,192.168.173.51,2.22.193.98,6,58346,443,A,1,anomaly
11:32.6,2.22.193.98,192.168.173.51,6,443,58346,A,0,normal
11:32.6,2.22.193.98,192.168.173.51,6,443,58346,PA,0,normal
11:32.6,2.22.193.98,192.168.173.51,6,443,58346,PA,0,normal
11:32.6,2.22.193.98,192.168.173.51,6,443,58346,A,0,normal
11:32.6,192.168.173.51,2.22.193.98,6,58346,443,A,1,anomaly
11:32.6,192.168.173.51,2.22.193.98,6,58346,443,A,1,anomaly
11:32.6,2.22.193.98,192.168.173.51,6,443,58346,A,0,normal
11:32.6,2.22.193.98,192.168.173.51,6,443,58346,PA,0,normal
11:32.6,192.168.173.51,2.22.193.98,6,58346,443,A,1,anomaly
11:32.6,2.22.193.98,192.168.173.51,6,443,58346,A,0,normal
11:32.7,2.22.193.98,192.168.173.51,6,443,58346,PA,0,normal
11:32.7,192.168.173.51,2.22.193.98,6,58346,443,A,1,anomaly
11:32.7,2.22.193.98,192.168.173.51,6,443,58346,A,0,normal
11:32.7,2.22.193.98,192.168.173.51,6,443,58346,PA,0,normal
11:32.7,192.168.173.51,2.22.193.98,6,58346,443,A,1,anomaly
11:32.7,2.22.193.98,192.168.173.51,6,443,58346,A,1,anomaly
11:32.7,2.22.193.98,192.168.173.51,6,443,58346,PA,1,anomaly
11:32.7,2.22.193.98,192.168.173.51,6,443,58346,A,1,anomaly
11:32.7,192.168.173.51,2.22.193.98,6,58346,443,A,1,anomaly
11:32.7,2.22.193.98,192.168.173.51,6,443,58346,A,1,anomaly
11:32.7,2.22.193.98,192.168.173.51,6,443,58346,PA,1,anomaly
11:32.7,192.168.173.51,2.22.193.98,6,58346,443,A,1,anomaly
11:32.7,2.22.193.98,192.168.173.51,6,443,58346,A,1,anomaly
11:32.7,192.168.173.51,2.22.193.98,6,58346,443,A,1,anomaly
11:32.7,2.22.193.98,192.168.173.51,6,443,58346,PA,1,anomaly
11:32.7,2.22.193.98,192.168.173.51,6,443,58346,A,1,anomaly
11:32.7,2.22.193.98,192.168.173.51,6,443,58346,PA,1,anomaly
11:32.7,192.168.173.51,2.22.193.98,6,58346,443,A,1,anomaly
11:32.7,2.22.193.98,192.168.173.51,6,443,58346,A,1,anomaly
11:32.7,192.168.173.51,2.22.193.98,6,58346,443,A,1,anomaly
11:32.7,2.22.193.98,192.168.173.51,6,443,58346,PA,1,anomaly
11:32.7,2.22.193.98,192.168.173.51,6,443,58346,A,1,anomaly
11:32.7,192.168.173.51,2.22.193.98,6,58346,443,A,1,anomaly
11:32.8,2.22.193.98,192.168.173.51,6,443,58346,PA,1,anomaly
11:32.8,2.22.193.98,192.168.173.51,6,443,58346,A,1,anomaly
11:32.8,192.168.173.51,2.22.193.98,6,58346,443,A,1,anomaly
11:32.8,2.22.193.98,192.168.173.51,6,443,58346,PA,1,anomaly
11:32.8,2.22.193.98,192.168.173.51,6,443,58346,PA,1,anomaly
11:32.8,192.168.173.51,2.22.193.98,6,58346,443,A,1,anomaly
11:32.8,2.22.193.98,192.168.173.51,6,443,58346,A,1,anomaly
11:32.8,2.22.193.98,192.168.173.51,6,443,58346,A,1,anomaly
11:32.8,2.22.193.98,192.168.173.51,6,443,58346,PA,1,anomaly
11:32.8,2.22.193.98,192.168.173.51,6,443,58346,A,1,anomaly
11:32.8,192.168.173.51,2.22.193.98,6,58346,443,A,1,anomaly
11:32.8,192.168.173.51,2.22.193.98,6,58346,443,A,1,anomaly
11:32.8,2.22.193.98,192.168.173.51,6,443,58346,PA,1,anomaly
11:32.8,2.22.193.98,192.168.173.51,6,443,58346,A,1,anomaly
11:32.8,2.22.193.98,192.168.173.51,6,443,58346,PA,1,anomaly
11:32.8,192.168.173.51,2.22.193.98,6,58346,443,A,1,anomaly
11:32.8,2.22.193.98,192.168.173.51,6,443,58346,A,1,anomaly
11:32.8,2.22.193.98,192.168.173.51,6,443,58346,PA,1,anomaly
11:32.8,192.168.173.51,2.22.193.98,6,58346,443,A,1,anomaly
11:32.8,2.22.193.98,192.168.173.51,6,443,58346,A,1,anomaly
11:32.8,2.22.193.98,192.168.173.51,6,443,58346,PA,1,anomaly
11:32.8,2.22.193.98,192.168.173.51,6,443,58346,A,1,anomaly
11:32.8,2.22.193.98,192.168.173.51,6,443,58346,PA,1,anomaly
11:32.8,2.22.193.98,192.168.173.51,6,443,58346,PA,1,anomaly
11:32.8,192.168.173.51,2.22.193.98,6,58346,443,A,1,anomaly
11:32.8,2.22.193.98,192.168.173.51,6,443,58346,A,1,anomaly
11:32.8,2.22.193.98,192.168.173.51,6,443,58346,PA,1,anomaly
11:32.8,192.168.173.51,2.22.193.98,6,58346,443,A,1,anomaly
11:32.8,192.168.173.51,192.168.173.24,17,59857,53,0,1,anomaly
11:32.9,192.168.173.24,192.168.173.51,17,53,59857,0,0,normal
11:32.9,192.168.173.51,52.113.194.132,6,58347,443,S,1,anomaly
11:32.9,52.113.194.132,192.168.173.51,6,443,58347,SA,0,normal
11:33.2,192.168.173.51,52.113.194.132,6,58347,443,A,1,anomaly
11:33.2,192.168.173.51,52.113.194.132,6,58347,443,PA,1,anomaly
11:33.2,192.168.173.51,20.199.120.151,6,61935,443,PA,1,anomaly
11:33.2,192.168.173.51,52.113.194.132,6,58347,443,PA,1,anomaly
11:33.4,192.168.173.51,20.192.44.78,6,50801,443,PA,1,anomaly
11:33.5,192.168.173.51,52.113.194.132,6,58347,443,PA,1,anomaly
11:33.8,192.168.173.51,20.192.44.78,6,50801,443,PA,1,anomaly
11:33.8,52.113.194.132,192.168.173.51,6,443,58347,A,0,normal
11:33.9,52.113.194.132,192.168.173.51,6,443,58347,A,0,normal
11:33.9,52.113.194.132,192.168.173.51,6,443,58347,A,0,normal
11:33.9,192.168.173.51,52.113.194.132,6,58347,443,A,1,anomaly
11:33.9,52.113.194.132,192.168.173.51,6,443,58347,A,0,normal
11:33.9,52.113.194.132,192.168.173.51,6,443,58347,A,0,normal
11:33.9,52.113.194.132,192.168.173.51,6,443,58347,PA,0,normal
11:33.9,192.168.173.51,52.113.194.132,6,58347,443,A,1,anomaly
11:33.9,52.113.194.132,192.168.173.51,6,443,58347,PA,0,normal
11:33.9,52.113.194.132,192.168.173.51,6,443,58347,A,0,normal
11:33.9,192.168.173.51,52.113.194.132,6,58347,443,A,1,anomaly
11:33.9,192.168.173.51,52.113.194.132,6,58347,443,A,1,anomaly
11:33.9,192.168.173.51,52.113.194.132,6,58347,443,PA,1,anomaly
11:33.9,192.168.173.51,20.199.120.151,6,61935,443,PA,1,anomaly
11:34.0,52.113.194.132,192.168.173.51,6,443,58347,A,0,normal
11:34.0,52.113.194.132,192.168.173.51,6,443,58347,A,0,normal
11:34.0,52.113.194.132,192.168.173.51,6,443,58347,A,0,normal
11:34.0,52.113.194.132,192.168.173.51,6,443,58347,PA,0,normal
11:34.0,192.168.173.51,52.113.194.132,6,58347,443,A,1,anomaly
11:34.0,192.168.173.51,52.113.194.132,6,58347,443,A,1,anomaly
11:34.0,192.168.173.51,52.113.194.132,6,58347,443,PA,1,anomaly
11:34.1,52.113.194.132,192.168.173.51,6,443,58347,A,0,normal
11:34.2,20.192.44.78,192.168.173.51,6,443,50801,A,0,normal
11:34.2,20.192.44.78,192.168.173.51,6,443,50801,A,0,normal
11:34.2,20.199.120.151,192.168.173.51,6,443,61935,PA,0,normal
11:34.2,20.199.120.151,192.168.173.51,6,443,61935,A,0,normal
11:34.2,192.168.173.51,20.199.120.151,6,61935,443,A,1,anomaly
11:34.3,192.168.173.51,192.168.173.24,17,59857,53,0,1,anomaly
11:34.5,52.113.194.132,192.168.173.51,6,443,58347,PA,0,normal
11:34.5,192.168.173.51,52.113.194.132,6,58347,443,A,1,anomaly
11:34.5,52.113.194.132,192.168.173.51,6,443,58347,A,0,normal
11:34.6,52.113.194.132,192.168.173.51,6,443,58347,PA,0,normal
11:34.6,192.168.173.24,192.168.173.51,17,53,59857,0,0,normal
11:34.6,192.168.173.51,52.113.194.132,6,58347,443,A,1,anomaly
11:34.6,192.168.173.51,52.113.194.132,6,58347,443,A,1,anomaly
11:34.6,192.168.173.51,40.69.74.80,6,58348,443,S,1,anomaly
11:34.6,192.168.173.51,192.168.90.142,6,58339,7680,S,1,anomaly
11:34.6,192.168.173.51,192.168.200.56,6,58341,7680,S,1,anomaly
11:34.7,52.113.194.132,192.168.173.51,6,443,58347,A,0,normal
11:34.7,192.168.173.51,52.113.194.132,6,58347,443,A,1,anomaly
11:34.7,192.168.173.51,104.208.16.95,6,50822,443,A,1,anomaly
11:34.7,192.168.173.51,20.42.73.26,6,58343,443,PA,1,anomaly
11:34.8,192.168.173.51,20.42.73.26,6,58343,443,A,1,anomaly
11:34.8,192.168.173.51,20.42.73.26,6,58343,443,A,1,anomaly
11:34.8,192.168.173.51,20.42.73.26,6,58343,443,A,1,anomaly
11:34.8,192.168.173.51,20.42.73.26,6,58343,443,PA,1,anomaly
11:34.8,40.69.74.80,192.168.173.51,6,443,58348,SA,0,normal
11:35.0,192.168.173.51,40.69.74.80,6,58348,443,A,1,anomaly
11:35.0,192.168.173.51,40.69.74.80,6,58348,443,PA,1,anomaly
11:35.0,104.208.16.95,192.168.173.51,6,443,50822,A,0,normal
11:35.0,40.69.74.80,192.168.173.51,6,443,58348,A,0,normal
11:35.0,40.69.74.80,192.168.173.51,6,443,58348,PA,0,normal
11:35.0,192.168.173.51,40.69.74.80,6,58348,443,A,1,anomaly
11:35.1,40.69.74.80,192.168.173.51,6,443,58348,A,0,normal
11:35.1,20.42.73.26,192.168.173.51,6,443,58343,PA,0,normal
11:35.1,192.168.173.51,40.69.74.80,6,58348,443,A,1,anomaly
11:35.1,192.168.173.51,20.42.73.26,6,58343,443,A,1,anomaly
11:35.1,20.42.73.26,192.168.173.51,6,443,58343,A,0,normal
11:35.1,192.168.173.51,40.69.74.80,6,58348,443,PA,1,anomaly
11:35.1,20.42.73.26,192.168.173.51,6,443,58343,A,0,normal
11:35.1,20.42.73.26,192.168.173.51,6,443,58343,A,0,normal
11:35.1,20.42.73.26,192.168.173.51,6,443,58343,A,0,normal
11:35.1,192.168.173.24,224.0.0.251,17,5353,5353,0,0,normal
11:35.1,20.42.73.26,192.168.173.51,6,443,58343,PA,0,normal
11:35.1,192.168.173.51,20.42.73.26,6,58343,443,A,1,anomaly
11:35.2,192.168.173.51,20.192.44.78,6,50801,443,PA,1,anomaly
11:35.3,40.69.74.80,192.168.173.51,6,443,58348,PA,0,normal
11:35.3,40.69.74.80,192.168.173.51,6,443,58348,PA,0,normal
11:35.3,192.168.173.51,40.69.74.80,6,58348,443,A,1,anomaly
11:35.3,192.168.173.51,40.69.74.80,6,58348,443,A,1,anomaly
11:35.3,192.168.173.51,40.69.74.80,6,58348,443,PA,1,anomaly
11:35.4,192.168.173.51,40.69.74.80,6,58348,443,PA,1,anomaly
11:35.4,192.168.173.51,40.69.74.80,6,58348,443,PA,1,anomaly
11:35.4,192.168.173.51,40.69.74.80,6,58348,443,PA,1,anomaly
11:35.4,20.192.44.78,192.168.173.51,6,443,50801,A,0,normal
11:35.6,40.69.74.80,192.168.173.51,6,443,58348,PA,0,normal
